candidate_id,parent_id,family,stage,cleavage_zero_target_eV,guard_log10_q_low,guard_exponent,cleavage_entropy_zero_kB,cleavage_entropy_active_kB,cleavage_entropy_infinity_kB,emission_entropy_active_kB,emission_entropy_infinity_kB,emission_stratum,cleavage_heat_capacity_base_kB,cleavage_heat_capacity_guard_kB,emission_heat_capacity_base_kB,complexity
P25_TJBS_T_000122,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-8,2,-20,10,10,30,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000123,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-3,8,20,-40,-10,60,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000124,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-8,6,40,-40,-20,20,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000125,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-3,4,-40,0,10,50,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000126,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-6,8,10,40,0,0,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000127,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-5,2,-10,-10,0,35,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000128,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-7,6,10,20,20,30,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000129,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-3,4,-10,-20,-20,60,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000130,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-7,8,40,-40,-10,10,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000131,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-5,2,-40,0,10,40,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000132,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-6,4,-20,20,20,0,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000133,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-4,6,20,-20,-20,35,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000134,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-8,2,0,-10,0,20,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000135,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-4,8,10,40,10,50,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000136,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-6,2,20,-10,10,0,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000137,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5,8,-20,20,-10,35,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000138,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-8,4,0,0,-20,20,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000139,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-3,6,-10,-40,20,50,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000140,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-8,8,-10,-20,0,30,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000141,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-4,2,10,10,0,60,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000142,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-6,6,-40,40,-10,10,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000143,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-4,4,40,0,10,40,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000144,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-6,8,0,10,0,60,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000145,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-5,2,10,-40,0,30,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000146,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-8,6,-40,-10,10,40,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000147,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-3,4,20,20,-20,10,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000148,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-8,2,40,40,-10,35,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000149,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-3,8,-40,-10,10,0,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000150,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-6,4,10,-20,20,50,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000151,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-5,6,-20,10,-20,20,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000152,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-8,4,-40,-40,-20,35,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000153,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-4,6,40,0,20,0,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000154,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-6,2,-10,20,0,50,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000155,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-4,8,20,-10,-10,20,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000156,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-7,6,0,0,-20,60,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000157,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-5,4,-10,40,20,30,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000158,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-7,8,40,10,10,40,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000159,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-3,2,-20,-40,-10,10,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000160,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-7,4,-20,40,-10,40,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000161,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-5,6,10,0,0,10,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000162,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-7,2,-40,-20,20,60,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000163,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-3,8,40,20,-20,30,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000164,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-8,6,20,10,-10,50,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000165,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-4,4,-20,-40,10,20,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000166,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-6,8,0,-20,20,35,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000167,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-4,2,0,20,-20,0,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000168,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-7,8,-20,0,-10,50,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000169,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-3,2,20,40,10,20,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000170,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-7,6,0,10,0,35,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000171,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-5,4,0,-20,0,0,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000172,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-6,2,20,-40,-20,40,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000173,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-4,8,-10,0,20,10,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000174,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-8,4,40,20,10,60,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000175,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-4,6,-40,-10,-10,30,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000176,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-8,2,10,10,20,10,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000177,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-3,8,0,-20,-20,40,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000178,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-6,4,20,-10,-10,30,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000179,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-5,6,-20,40,10,60,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000180,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-6,8,-40,20,20,20,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000181,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5,2,40,-10,-10,50,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000182,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-8,6,-10,-40,0,0,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000183,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-3,4,10,10,0,35,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000184,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-6,6,40,-20,10,20,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000185,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-4,4,-40,10,-10,50,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000186,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-8,8,10,40,-20,0,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000187,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-4,2,-10,0,20,35,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000188,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-7,4,-10,-10,0,10,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000189,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-3,6,0,40,0,40,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000190,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-7,2,-20,0,-20,30,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000191,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-5,8,20,-40,20,60,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000192,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-6,2,-40,-10,0,50,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000193,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-4,8,40,40,0,20,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000194,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-8,4,-10,20,-10,35,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000195,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-4,6,10,-20,10,0,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000196,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-7,8,0,-40,10,40,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000197,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-3,2,-10,10,-10,10,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000198,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-7,6,20,20,-20,60,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000199,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-5,4,-20,-20,20,30,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000200,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-8,6,0,40,20,40,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000201,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-4,4,10,0,-20,10,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000202,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-6,8,-20,-20,0,60,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000203,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-4,2,20,10,10,30,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000204,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-7,4,40,0,20,50,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000205,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-5,6,-40,-40,-20,20,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000206,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-7,2,10,-10,-10,35,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000207,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-3,8,-20,20,10,0,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000208,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-8,4,20,-20,-20,20,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000209,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-3,6,-20,10,20,50,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000210,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-6,2,0,40,10,0,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000211,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-5,8,0,-10,-10,35,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000212,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-6,6,-10,-10,-20,10,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000213,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5,4,20,20,20,40,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000214,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-8,8,-40,10,0,30,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000215,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-3,2,40,-40,-10,60,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000216,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-7,8,10,10,-10,10,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000217,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5,2,-20,-20,10,40,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000218,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-7,6,40,0,20,30,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000219,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-3,4,-40,40,-20,60,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000220,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-8,2,-40,40,0,20,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000221,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-4,8,20,-10,0,50,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000222,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-6,4,0,-40,10,0,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000223,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-4,6,10,0,-10,35,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000224,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-8,8,40,-20,-20,0,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000225,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-4,2,-40,20,20,35,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000226,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-6,6,20,10,10,20,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000227,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-4,4,-10,-40,-10,50,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000228,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-7,2,-10,-20,-10,30,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000229,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-5,8,0,20,10,60,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000230,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-7,4,-20,40,0,10,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000231,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-3,6,40,-10,0,40,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000232,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-6,4,10,20,-10,30,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000233,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5,6,0,-10,10,60,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000234,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-8,2,20,-40,20,10,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000235,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-3,8,-40,0,-20,40,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000236,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-7,6,-40,10,-10,0,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000237,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-3,4,40,-20,0,35,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000238,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-7,8,-20,0,20,20,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000239,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-5,2,10,40,-20,50,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000240,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-6,6,-20,-40,10,35,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000241,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5,4,20,10,0,0,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000242,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-8,8,-10,20,-20,50,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000243,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-3,2,0,-10,20,20,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000244,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-8,4,10,-10,10,60,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
